,TextID,Sentiment Scores,GPE Mentions
145,3147,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.5267}",Iran
146,4318,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.4215}",New York
147,1905,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5859}",Iran
148,4051,"{'neg': 0.136, 'neu': 0.545, 'pos': 0.318, 'compound': 0.4588}",Selma
149,3852,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.6908}",Eleven States
150,205,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",US
151,3326,"{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.7845}",US
152,2968,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.3182}",Canada
153,3107,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}",Iran
154,1284,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.3818}",Iran
155,2989,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.25}",Ohio
156,3866,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}",Cuba
157,4796,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",America
158,961,"{'neg': 0.263, 'neu': 0.57, 'pos': 0.167, 'compound': -0.4939}",Iran
159,273,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5106}",U.S.
160,3398,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.5574}",Iraq
161,263,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Hungary
162,1242,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Iran
163,2840,"{'neg': 0.089, 'neu': 0.674, 'pos': 0.236, 'compound': 0.5586}",South Carolina
164,1570,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Nevada
165,2463,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.
166,4469,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",America
167,2507,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Kasich
168,1610,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}",N.H.
169,4107,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.6808}",Russia
170,3474,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6271}",Iowa
171,1181,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",Chicago
172,624,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",US
173,2042,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",U.S.
174,1680,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.2023}",Alabama
175,2874,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.836}",Charleston
176,5244,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",Syria
177,3888,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}",California
178,763,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.6597}",US
179,739,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.0772}",Iowa
180,1338,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",New Hampshire
181,5258,"{'neg': 0.156, 'neu': 0.649, 'pos': 0.195, 'compound': 0.1531}",Cuba
182,4053,"{'neg': 0.194, 'neu': 0.576, 'pos': 0.23, 'compound': 0.128}",Wisconsin
183,2678,"{'neg': 0.273, 'neu': 0.625, 'pos': 0.102, 'compound': -0.4588}",California
184,3495,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.3612}",Kentucky
185,4930,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Kasich
186,4904,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.875}",Rubio
187,3146,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Cuba
188,4489,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}",Boston
189,4454,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Saudi Arabia's
190,4708,"{'neg': 0.21, 'neu': 0.617, 'pos': 0.173, 'compound': -0.1531}",US
191,1461,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Philadelphia
192,440,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.2732}",San Bernardino
193,3851,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Moscow
194,334,"{'neg': 0.402, 'neu': 0.467, 'pos': 0.131, 'compound': -0.5994}",Wisconsin
195,3767,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2023}",South Carolina
196,5215,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",America
197,5207,"{'neg': 0.154, 'neu': 0.671, 'pos': 0.174, 'compound': 0.0772}",US
198,5035,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",North Korea
199,3103,"{'neg': 0.138, 'neu': 0.582, 'pos': 0.28, 'compound': 0.4019}",Michigan
200,1376,"{'neg': 0.55, 'neu': 0.45, 'pos': 0.0, 'compound': -0.7269}",Mississippi
201,1510,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Rubio
202,356,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Iowa
